Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,18.6706485748291,18.6706485748291,18.48670196533203,18.578676223754883,15.495380401611328,13445920
2020-01-03,18.578676223754883,18.6706485748291,18.53268814086914,18.624662399291992,15.533734321594238,9146632
2020-01-06,18.53268814086914,18.53268814086914,18.30275535583496,18.34874153137207,15.303606986999512,11814450
2020-01-07,18.34874153137207,18.39472770690918,18.30275535583496,18.30275535583496,15.265252113342285,14446026
2020-01-08,18.21078109741211,18.39472770690918,18.118806838989258,18.21078109741211,15.188541412353516,13653072
2020-01-09,18.30275535583496,18.39472770690918,18.25676727294922,18.39472770690918,15.341960906982422,15787633
2020-01-10,18.440715789794922,18.53268814086914,18.34874153137207,18.48670196533203,15.418672561645508,13660830
2020-01-13,18.53268814086914,18.578676223754883,18.39472770690918,18.578676223754883,15.495380401611328,19027386
2020-01-14,18.624662399291992,18.762622833251953,18.578676223754883,18.716636657714844,15.610447883605957,26447704
2020-01-15,18.762622833251953,18.854597091674805,18.6706485748291,18.762622833251953,15.648801803588867,17093421
2020-01-16,18.762622833251953,18.762622833251953,18.624662399291992,18.762622833251953,15.648801803588867,11326968
2020-01-17,18.808610916137695,18.854597091674805,18.762622833251953,18.854597091674805,15.725510597229004,12988212
2020-01-20,18.854597091674805,19.084531784057617,18.854597091674805,18.992557525634766,15.840576171875,19212384
2020-01-30,18.6706485748291,18.6706485748291,17.750913619995117,17.796899795532227,14.843348503112793,50050563
2020-01-31,17.842885971069336,18.30275535583496,17.842885971069336,18.118806838989258,15.111831665039062,28370482
2020-02-03,17.750913619995117,18.34874153137207,17.704925537109375,18.21078109741211,15.188541412353516,26302523
2020-02-04,18.624662399291992,18.624662399291992,18.440715789794922,18.440715789794922,15.380316734313965,38053040
2020-02-05,18.39472770690918,18.578676223754883,18.21078109741211,18.578676223754883,15.495380401611328,27033293
2020-02-06,18.624662399291992,18.762622833251953,18.578676223754883,18.624662399291992,15.533734321594238,34102348
2020-02-07,18.53268814086914,18.716636657714844,18.48670196533203,18.6706485748291,15.572090148925781,13471385
2020-02-10,18.578676223754883,18.808610916137695,18.48670196533203,18.762622833251953,15.648801803588867,16859208
2020-02-11,18.762622833251953,18.762622833251953,18.578676223754883,18.6706485748291,15.572090148925781,15554097
2020-02-12,18.624662399291992,18.6706485748291,18.440715789794922,18.440715789794922,15.380316734313965,19758003
2020-02-13,18.440715789794922,18.578676223754883,18.440715789794922,18.53268814086914,15.457026481628418,18978983
2020-02-14,18.440715789794922,18.578676223754883,18.440715789794922,18.53268814086914,15.457026481628418,9982477
2020-02-17,18.440715789794922,18.53268814086914,18.39472770690918,18.53268814086914,15.457026481628418,8898502
2020-02-18,18.440715789794922,18.578676223754883,18.39472770690918,18.578676223754883,15.495380401611328,7775230
2020-02-19,18.578676223754883,18.6706485748291,18.440715789794922,18.6706485748291,15.572090148925781,16241216
2020-02-20,18.716636657714844,18.762622833251953,18.6706485748291,18.6706485748291,15.572090148925781,16560385
2020-02-21,18.6706485748291,18.762622833251953,18.48670196533203,18.624662399291992,15.533734321594238,16573605
2020-02-24,18.440715789794922,18.440715789794922,18.164794921875,18.25676727294922,15.226898193359375,20070531
2020-02-25,18.164794921875,18.25676727294922,18.07282066345215,18.164794921875,15.150187492370605,14181107
2020-02-26,18.02683448791504,18.118806838989258,17.888872146606445,17.934860229492188,14.958413124084473,27501420
2020-02-27,17.842885971069336,17.934860229492188,17.658939361572266,17.658939361572266,14.728282928466797,25518596
2020-03-02,16.92314910888672,17.612951278686523,16.87716293334961,17.429004669189453,14.536508560180664,28127221
2020-03-03,17.566965103149414,17.750913619995117,17.383018493652344,17.658939361572266,14.728282928466797,23646375
2020-03-04,17.612951278686523,17.750913619995117,17.520978927612305,17.750913619995117,14.80499267578125,12320149
2020-03-05,17.796899795532227,18.02683448791504,17.796899795532227,17.934860229492188,14.958413124084473,29357103
2020-03-06,17.842885971069336,17.888872146606445,17.520978927612305,17.520978927612305,14.613218307495117,23740781
2020-03-09,17.107097625732422,17.199071884155273,16.8311767578125,16.92314910888672,14.114603996276855,34587945
2020-03-10,16.601242065429688,17.06110954284668,16.601242065429688,17.01512336730957,14.191313743591309,21975384
2020-03-11,17.01512336730957,17.107097625732422,16.73920249938965,16.78519058227539,13.999540328979492,23009733
2020-03-12,16.647228240966797,16.69321632385254,15.911439895629883,16.095386505126953,13.424215316772461,41203624
2020-03-13,14.89972972869873,16.003414154052734,14.71578311920166,16.003414154052734,13.34750747680664,51555494
2020-03-16,15.819465637207031,15.819465637207031,15.129664421081543,15.129664421081543,12.618764877319336,42659742
2020-03-17,14.531834602355957,14.853742599487305,14.347887992858887,14.347887992858887,11.966730117797852,51460291
2020-03-18,14.163941383361816,14.531834602355957,13.888019561767578,14.301900863647461,11.928375244140625,42556154
2020-03-19,13.612098693847656,13.704071998596191,12.876310348510742,12.876310348510742,10.739374160766602,60970280
2020-03-20,13.014269828796387,14.11795425415039,13.014269828796387,14.025979995727539,11.69824504852295,66112291
2020-03-23,13.244203567504883,13.520125389099121,13.060256958007812,13.060256958007812,10.892792701721191,25844610
2020-03-24,13.704071998596191,14.301900863647461,13.658085823059082,13.979992866516113,11.659890174865723,31277850
2020-03-25,14.623808860778809,14.669795989990234,14.163941383361816,14.485848426818848,12.081795692443848,42536590
2020-03-26,14.531834602355957,14.531834602355957,14.255913734436035,14.347887992858887,11.966730117797852,22687099
2020-03-27,14.623808860778809,14.807756423950195,14.485848426818848,14.71578311920166,12.27357006072998,35362292
2020-03-30,14.347887992858887,14.577821731567383,14.163941383361816,14.347887992858887,11.966730117797852,21362255
2020-03-31,14.577821731567383,14.623808860778809,14.209927558898926,14.301900863647461,11.928375244140625,24664220
2020-04-01,14.255913734436035,14.255913734436035,14.025979995727539,14.071967124938965,11.736601829528809,24304935
2020-04-06,14.347887992858887,14.347887992858887,13.979992866516113,14.255913734436035,11.890019416809082,24488615
2020-04-07,14.485848426818848,14.531834602355957,14.163941383361816,14.393875122070312,12.005084991455078,21552929
2020-04-08,14.255913734436035,14.531834602355957,14.255913734436035,14.439862251281738,12.043440818786621,22071973
2020-04-09,14.485848426818848,14.71578311920166,14.485848426818848,14.623808860778809,12.196859359741211,22217059
2020-04-10,14.623808860778809,15.037690162658691,14.577821731567383,14.991703033447266,12.503698348999023,26855039
2020-04-13,14.89972972869873,14.89972972869873,14.71578311920166,14.76176929473877,12.311924934387207,14715203
2020-04-14,14.807756423950195,15.635519027709961,14.76176929473877,15.359598159790039,12.810538291931152,38484755
