Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,10.131831169128418,10.266324043273926,10.086999893188477,10.17666244506836,8.891021728515625,13145708
2020-01-03,10.221492767333984,10.355986595153809,10.221492767333984,10.311156272888184,9.008523941040039,9234749
2020-01-06,10.311156272888184,10.355986595153809,10.266324043273926,10.355986595153809,9.047691345214844,5895593
2020-01-07,10.355986595153809,10.669803619384766,10.355986595153809,10.669803619384766,9.32186222076416,13116310
2020-01-08,10.669803619384766,10.669803619384766,10.40081787109375,10.490480422973633,9.165193557739258,8928338
2020-01-09,10.490480422973633,10.5801420211792,10.445649147033691,10.490480422973633,9.165193557739258,5282817
2020-01-10,10.490480422973633,10.5801420211792,10.445649147033691,10.5801420211792,9.243528366088867,4523110
2020-01-13,10.5801420211792,10.669803619384766,10.5801420211792,10.669803619384766,9.32186222076416,6073531
2020-01-14,10.669803619384766,10.759467124938965,10.62497329711914,10.669803619384766,9.32186222076416,4872062
2020-01-15,10.714635848999023,10.714635848999023,10.62497329711914,10.62497329711914,9.282695770263672,2591123
2020-01-16,10.62497329711914,10.62497329711914,10.535310745239258,10.62497329711914,9.282695770263672,3736116
2020-01-17,10.669803619384766,10.669803619384766,10.5801420211792,10.669803619384766,9.32186222076416,2919399
2020-01-20,10.669803619384766,10.759467124938965,10.669803619384766,10.759467124938965,9.400198936462402,4860748
2020-01-30,10.311156272888184,10.5801420211792,10.266324043273926,10.40081787109375,9.086858749389648,12681272
2020-01-31,10.40081787109375,10.5801420211792,10.40081787109375,10.535310745239258,9.204360008239746,5401368
2020-02-03,10.40081787109375,10.490480422973633,10.266324043273926,10.445649147033691,9.126026153564453,7682618
2020-02-04,9.862844467163086,10.535310745239258,9.818013191223145,10.535310745239258,9.204360008239746,3182055
2020-02-05,10.535310745239258,10.535310745239258,10.445649147033691,10.535310745239258,9.204360008239746,3157801
2020-02-06,10.535310745239258,10.669803619384766,10.535310745239258,10.669803619384766,9.32186222076416,5119178
2020-02-07,10.62497329711914,10.62497329711914,10.535310745239258,10.5801420211792,9.243528366088867,2515569
2020-02-10,10.535310745239258,10.535310745239258,10.40081787109375,10.535310745239258,9.204360008239746,4082292
2020-02-11,10.490480422973633,10.535310745239258,10.445649147033691,10.490480422973633,9.165193557739258,5234427
2020-02-12,10.490480422973633,10.490480422973633,10.445649147033691,10.490480422973633,9.165193557739258,1870120
2020-02-13,10.490480422973633,10.490480422973633,10.445649147033691,10.490480422973633,9.165193557739258,4201879
2020-02-14,10.445649147033691,10.490480422973633,10.40081787109375,10.445649147033691,9.126026153564453,2012122
2020-02-17,10.40081787109375,10.40081787109375,10.311156272888184,10.40081787109375,9.086858749389648,4874687
2020-02-18,10.355986595153809,10.40081787109375,10.311156272888184,10.40081787109375,9.086858749389648,2381949
2020-02-19,10.355986595153809,10.490480422973633,10.355986595153809,10.445649147033691,9.126026153564453,3375860
2020-02-20,10.490480422973633,10.490480422973633,10.40081787109375,10.445649147033691,9.126026153564453,2968990
2020-02-21,10.445649147033691,10.445649147033691,10.40081787109375,10.445649147033691,9.126026153564453,2912713
2020-02-24,10.40081787109375,10.40081787109375,10.355986595153809,10.355986595153809,9.047691345214844,3195596
2020-02-25,10.311156272888184,10.355986595153809,10.266324043273926,10.311156272888184,9.008523941040039,3302463
2020-02-26,10.355986595153809,10.355986595153809,10.311156272888184,10.355986595153809,9.047691345214844,2105507
